Country,Year,Merchandise exports (current US$)
Honduras,2022,12169000000.0
Honduras,2021,10216000000.0
Honduras,2020,7683000000.0
Honduras,2019,8788000000.0
Honduras,2018,8644000000.0
Honduras,2017,8656000000.0
Honduras,2016,7960000000.0
Honduras,2015,8226000000.0
Honduras,2014,8117000000.0
Honduras,2013,7833000000.0
Honduras,2012,8359000000.0
Honduras,2011,7977000000.0
Honduras,2010,6264000000.0
Honduras,2009,4827000000.0
Honduras,2008,6199000000.0
Honduras,2007,5784000000.0
Honduras,2006,5277000000.0
Honduras,2005,5048000000.0
Honduras,2004,4534000000.0
Honduras,2003,3754000000.0
Honduras,2002,3745000000.0
Honduras,2001,3423000000.0
Honduras,2000,3343000000.0
Honduras,1999,2777000000.0
Honduras,1998,2929000000.0
Honduras,1997,2440000000.0
Honduras,1996,2007000000.0
Honduras,1995,1769000000.0
Honduras,1994,1378000000.0
Honduras,1993,1173000000.0
Honduras,1992,1031000000.0
Honduras,1991,949000000.0
Honduras,1990,934000000.0
Honduras,1989,859000000.0
Honduras,1988,842000000.0
Honduras,1987,791000000.0
Honduras,1986,854000000.0
Honduras,1985,780000000.0
Honduras,1984,725000000.0
Honduras,1983,672000000.0
Honduras,1982,660000000.0
Honduras,1981,761000000.0
Honduras,1980,830000000.0
Honduras,1979,734000000.0
Honduras,1978,608000000.0
Honduras,1977,513000000.0
Honduras,1976,400000000.0
Honduras,1975,295000000.0
Honduras,1974,289000000.0
Honduras,1973,259000000.0
Honduras,1972,205000000.0
Honduras,1971,189000000.0
Honduras,1970,179000000.0
Honduras,1969,168000000.0
Honduras,1968,181000000.0
Honduras,1967,155000000.0
Honduras,1966,143000000.0
Honduras,1965,127000000.0
Honduras,1964,95000000.0
Honduras,1963,83000000.0
Honduras,1962,81000000.0
Honduras,1961,73000000.0
Honduras,1960,63000000.0
"Hong Kong SAR, China",2022,609925000000.0
"Hong Kong SAR, China",2021,669903000000.0
"Hong Kong SAR, China",2020,548773000000.0
"Hong Kong SAR, China",2019,534887000000.0
"Hong Kong SAR, China",2018,568456000000.0
"Hong Kong SAR, China",2017,549865000000.0
"Hong Kong SAR, China",2016,516635000000.0
"Hong Kong SAR, China",2015,510486000000.0
"Hong Kong SAR, China",2014,524130000000.0
"Hong Kong SAR, China",2013,535546000000.0
"Hong Kong SAR, China",2012,492907000000.0
"Hong Kong SAR, China",2011,455573000000.0
"Hong Kong SAR, China",2010,400692000000.0
"Hong Kong SAR, China",2009,329422000000.0
"Hong Kong SAR, China",2008,370242000000.0
"Hong Kong SAR, China",2007,349386000000.0
"Hong Kong SAR, China",2006,322669000000.0
"Hong Kong SAR, China",2005,292119000000.0
"Hong Kong SAR, China",2004,265543000000.0
"Hong Kong SAR, China",2003,228708000000.0
"Hong Kong SAR, China",2002,201928000000.0
"Hong Kong SAR, China",2001,191066000000.0
"Hong Kong SAR, China",2000,202683000000.0
"Hong Kong SAR, China",1999,174403000000.0
"Hong Kong SAR, China",1998,174864000000.0
"Hong Kong SAR, China",1997,188195000000.0
"Hong Kong SAR, China",1996,180914000000.0
"Hong Kong SAR, China",1995,173871000000.0
"Hong Kong SAR, China",1994,151465000000.0
"Hong Kong SAR, China",1993,135385000000.0
"Hong Kong SAR, China",1992,119586000000.0
"Hong Kong SAR, China",1991,98659000000.0
"Hong Kong SAR, China",1990,82390000000.0
"Hong Kong SAR, China",1989,73336000000.0
"Hong Kong SAR, China",1988,63493000000.0
"Hong Kong SAR, China",1987,48712000000.0
"Hong Kong SAR, China",1986,36081000000.0
"Hong Kong SAR, China",1985,30077000000.0
"Hong Kong SAR, China",1984,28337000000.0
"Hong Kong SAR, China",1983,22454000000.0
"Hong Kong SAR, China",1982,21343000000.0
"Hong Kong SAR, China",1981,21775000000.0
"Hong Kong SAR, China",1980,20323000000.0
"Hong Kong SAR, China",1979,15140000000.0
"Hong Kong SAR, China",1978,11453000000.0
"Hong Kong SAR, China",1977,9616000000.0
"Hong Kong SAR, China",1976,8484000000.0
"Hong Kong SAR, China",1975,6026000000.0
"Hong Kong SAR, China",1974,5968000000.0
"Hong Kong SAR, China",1973,5071000000.0
"Hong Kong SAR, China",1972,3436000000.0
"Hong Kong SAR, China",1971,2875000000.0
"Hong Kong SAR, China",1970,2515000000.0
"Hong Kong SAR, China",1969,2177000000.0
"Hong Kong SAR, China",1968,1744000000.0
"Hong Kong SAR, China",1967,1527000000.0
"Hong Kong SAR, China",1966,1324000000.0
"Hong Kong SAR, China",1965,1143000000.0
"Hong Kong SAR, China",1964,1012000000.0
"Hong Kong SAR, China",1963,873000000.0
"Hong Kong SAR, China",1962,768000000.0
"Hong Kong SAR, China",1961,688000000.0
"Hong Kong SAR, China",1960,689000000.0
Hungary,2022,151540000000.0
Hungary,2021,141830000000.0
Hungary,2020,120654000000.0
Hungary,2019,123796000000.0
Hungary,2018,124705000000.0
Hungary,2017,113806000000.0
Hungary,2016,101919000000.0
Hungary,2015,98524000000.0
Hungary,2014,110622000000.0
Hungary,2013,107503000000.0
Hungary,2012,103570000000.0
Hungary,2011,112312000000.0
Hungary,2010,95483000000.0
Hungary,2009,83008000000.0
Hungary,2008,108504000000.0
Hungary,2007,95400000000.0
Hungary,2006,75255000000.0
Hungary,2005,62936000000.0
Hungary,2004,55567000000.0
Hungary,2003,43094000000.0
Hungary,2002,34517000000.0
Hungary,2001,30436000000.0
Hungary,2000,28192000000.0
Hungary,1999,25032000000.0
Hungary,1998,23005000000.0
Hungary,1997,19100000000.0
Hungary,1996,15705000000.0
Hungary,1995,12865000000.0
Hungary,1994,10700000000.0
Hungary,1993,8905000000.0
Hungary,1992,10705000000.0
Hungary,1991,10185000000.0
Hungary,1990,10000000000.0
Hungary,1989,9670000000.0
Hungary,1988,10000000000.0
Hungary,1987,9580000000.0
Hungary,1986,9170000000.0
Hungary,1985,8470000000.0
Hungary,1984,8620000000.0
Hungary,1983,8770000000.0
Hungary,1982,8860000000.0
Hungary,1981,8730000000.0
Hungary,1980,8610000000.0
Hungary,1979,7930000000.0
Hungary,1978,6408000000.0
Hungary,1977,5832000000.0
Hungary,1976,4934000000.0
Hungary,1975,6091000000.0
Hungary,1974,5130000000.0
Hungary,1973,4433000000.0
Hungary,1972,3292000000.0
Hungary,1971,2500000000.0
Hungary,1970,2317000000.0
Hungary,1969,2084000000.0
Hungary,1968,1790000000.0
Hungary,1967,1702000000.0
Hungary,1966,1594000000.0
Hungary,1965,1510000000.0
Hungary,1964,1352000000.0
Hungary,1963,1206000000.0
Hungary,1962,1100000000.0
Hungary,1961,1029000000.0
Hungary,1960,874000000.0
Iceland,2022,7389000000.0
Iceland,2021,5987000000.0
Iceland,2020,4582000000.0
Iceland,2019,5223000000.0
Iceland,2018,5556000000.0
Iceland,2017,4878000000.0
Iceland,2016,4436000000.0
Iceland,2015,4732000000.0
Iceland,2014,5053000000.0
Iceland,2013,4998000000.0
Iceland,2012,5064000000.0
Iceland,2011,5347000000.0
Iceland,2010,4604000000.0
Iceland,2009,4057000000.0
Iceland,2008,5382000000.0
Iceland,2007,4783000000.0
Iceland,2006,3453000000.0
Iceland,2005,3091000000.0
Iceland,2004,2839000000.0
Iceland,2003,2381000000.0
Iceland,2002,2229000000.0
Iceland,2001,2019000000.0
Iceland,2000,1901000000.0
Iceland,1999,2004000000.0
Iceland,1998,1931000000.0
Iceland,1997,1851000000.0
Iceland,1996,1897000000.0
Iceland,1995,1802000000.0
Iceland,1994,1623000000.0
Iceland,1993,1399000000.0
Iceland,1992,1528000000.0
Iceland,1991,1549000000.0
Iceland,1990,1592000000.0
Iceland,1989,1385000000.0
Iceland,1988,1424000000.0
Iceland,1987,1375000000.0
Iceland,1986,1099000000.0
Iceland,1985,815000000.0
Iceland,1984,739000000.0
Iceland,1983,740000000.0
Iceland,1982,685000000.0
Iceland,1981,894000000.0
Iceland,1980,918000000.0
Iceland,1979,782000000.0
Iceland,1978,641000000.0
Iceland,1977,512000000.0
Iceland,1976,401000000.0
Iceland,1975,306000000.0
Iceland,1974,331000000.0
Iceland,1973,290000000.0
Iceland,1972,189000000.0
Iceland,1971,150000000.0
Iceland,1970,147000000.0
Iceland,1969,108000000.0
Iceland,1968,80000000.0
Iceland,1967,97000000.0
Iceland,1966,140000000.0
Iceland,1965,129000000.0
Iceland,1964,111000000.0
Iceland,1963,94000000.0
Iceland,1962,84000000.0
Iceland,1961,76000000.0
Iceland,1960,73000000.0
India,2022,453400000000.0
India,2021,395426000000.0
India,2020,276410000000.0
India,2019,324340000000.0
India,2018,324778000000.0
India,2017,299241000000.0
India,2016,264542000000.0
India,2015,267951000000.0
India,2014,322694000000.0
India,2013,314848000000.0
India,2012,296828000000.0
India,2011,302905000000.0
India,2010,226351000000.0
India,2009,164909000000.0
India,2008,194828000000.0
India,2007,150159000000.0
India,2006,121808000000.0
India,2005,99616000000.0
India,2004,76649000000.0
India,2003,58963000000.0
India,2002,49250000000.0
India,2001,43361000000.0
India,2000,42379000000.0
India,1999,35667000000.0
India,1998,33437000000.0
India,1997,35008000000.0
India,1996,33105000000.0
India,1995,30630000000.0
India,1994,25022000000.0
India,1993,21572000000.0
India,1992,19628000000.0
India,1991,17727000000.0
India,1990,17969000000.0
India,1989,15872000000.0
India,1988,13234000000.0
India,1987,11298000000.0
India,1986,9399000000.0
India,1985,9140000000.0
India,1984,9451000000.0
India,1983,9148000000.0
India,1982,9358000000.0
India,1981,8295000000.0
India,1980,8586000000.0
India,1979,7806000000.0
India,1978,6671000000.0
India,1977,6378000000.0
India,1976,5549000000.0
India,1975,4355000000.0
India,1974,3926000000.0
India,1973,2917000000.0
India,1972,2448000000.0
India,1971,2036000000.0
India,1970,2026000000.0
India,1969,1835000000.0
India,1968,1761000000.0
India,1967,1613000000.0
India,1966,1954000000.0
India,1965,1687000000.0
India,1964,1705000000.0
India,1963,1626000000.0
India,1962,1403000000.0
India,1961,1386000000.0
India,1960,1332000000.0
Indonesia,2022,291979000000.0
Indonesia,2021,231506000000.0
Indonesia,2020,163306000000.0
Indonesia,2019,167683000000.0
Indonesia,2018,180124000000.0
Indonesia,2017,168811000000.0
Indonesia,2016,144490000000.0
Indonesia,2015,150366000000.0
Indonesia,2014,176293000000.0
Indonesia,2013,182552000000.0
Indonesia,2012,190032000000.0
Indonesia,2011,203497000000.0
Indonesia,2010,157779000000.0
Indonesia,2009,119646000000.0
Indonesia,2008,139606000000.0
Indonesia,2007,118013000000.0
Indonesia,2006,103527000000.0
Indonesia,2005,86996000000.0
Indonesia,2004,70767000000.0
Indonesia,2003,64108000000.0
Indonesia,2002,59166000000.0
Indonesia,2001,57361000000.0
Indonesia,2000,65403000000.0
Indonesia,1999,51243000000.0
Indonesia,1998,50370000000.0
Indonesia,1997,56298000000.0
Indonesia,1996,49814000000.0
Indonesia,1995,45417000000.0
Indonesia,1994,40055000000.0
Indonesia,1993,36823000000.0
Indonesia,1992,33967000000.0
Indonesia,1991,29142000000.0
Indonesia,1990,25675000000.0
Indonesia,1989,22160000000.0
Indonesia,1988,19465000000.0
Indonesia,1987,17135000000.0
Indonesia,1986,16075000000.0
Indonesia,1985,18590000000.0
Indonesia,1984,21902000000.0
Indonesia,1983,21152000000.0
Indonesia,1982,22293000000.0
Indonesia,1981,22260000000.0
Indonesia,1980,21909000000.0
Indonesia,1979,15591000000.0
Indonesia,1978,11643000000.0
Indonesia,1977,10853000000.0
Indonesia,1976,8547000000.0
Indonesia,1975,7102000000.0
Indonesia,1974,7426000000.0
Indonesia,1973,3211000000.0
Indonesia,1972,1777000000.0
Indonesia,1971,1234000000.0
Indonesia,1970,1108000000.0
Indonesia,1969,854000000.0
Indonesia,1968,731000000.0
Indonesia,1967,665000000.0
Indonesia,1966,679000000.0
Indonesia,1965,708000000.0
Indonesia,1964,724000000.0
Indonesia,1963,696000000.0
Indonesia,1962,682000000.0
Indonesia,1961,784000000.0
Indonesia,1960,841000000.0
"Iran, Islamic Rep.",2022,77200000000.0
"Iran, Islamic Rep.",2021,71646000000.0
"Iran, Islamic Rep.",2020,46916000000.0
"Iran, Islamic Rep.",2019,65718000000.0
"Iran, Islamic Rep.",2018,103422000000.0
"Iran, Islamic Rep.",2017,92764000000.0
"Iran, Islamic Rep.",2016,72903000000.0
"Iran, Islamic Rep.",2015,70275000000.0
"Iran, Islamic Rep.",2014,95160000000.0
"Iran, Islamic Rep.",2013,90765000000.0
"Iran, Islamic Rep.",2012,108341000000.0
"Iran, Islamic Rep.",2011,132000000000.0
"Iran, Islamic Rep.",2010,101316000000.0
"Iran, Islamic Rep.",2009,78830000000.0
"Iran, Islamic Rep.",2008,113668000000.0
"Iran, Islamic Rep.",2007,88733000000.0
"Iran, Islamic Rep.",2006,77012000000.0
"Iran, Islamic Rep.",2005,56252000000.0
"Iran, Islamic Rep.",2004,41697000000.0
"Iran, Islamic Rep.",2003,33750000000.0
"Iran, Islamic Rep.",2002,28237000000.0
"Iran, Islamic Rep.",2001,25689000000.0
"Iran, Islamic Rep.",2000,28739000000.0
"Iran, Islamic Rep.",1999,21030000000.0
"Iran, Islamic Rep.",1998,13118000000.0
"Iran, Islamic Rep.",1997,18381000000.0
"Iran, Islamic Rep.",1996,22391000000.0
"Iran, Islamic Rep.",1995,18360000000.0
"Iran, Islamic Rep.",1994,19434000000.0
"Iran, Islamic Rep.",1993,18080000000.0
"Iran, Islamic Rep.",1992,19868000000.0
"Iran, Islamic Rep.",1991,18661000000.0
"Iran, Islamic Rep.",1990,19305000000.0
"Iran, Islamic Rep.",1989,13081000000.0
"Iran, Islamic Rep.",1988,10709000000.0
"Iran, Islamic Rep.",1987,11916000000.0
"Iran, Islamic Rep.",1986,7171000000.0
"Iran, Islamic Rep.",1985,14175000000.0
"Iran, Islamic Rep.",1984,17087000000.0
"Iran, Islamic Rep.",1983,21507000000.0
"Iran, Islamic Rep.",1982,20452000000.0
"Iran, Islamic Rep.",1981,11831000000.0
"Iran, Islamic Rep.",1980,12338000000.0
"Iran, Islamic Rep.",1979,8310000000.0
"Iran, Islamic Rep.",1978,8560000000.0
"Iran, Islamic Rep.",1977,9216000000.0
"Iran, Islamic Rep.",1976,8935000000.0
"Iran, Islamic Rep.",1975,7963000000.0
"Iran, Islamic Rep.",1974,8402000000.0
"Iran, Islamic Rep.",1973,2669000000.0
"Iran, Islamic Rep.",1972,1799000000.0
"Iran, Islamic Rep.",1971,3824000000.0
"Iran, Islamic Rep.",1970,2403000000.0
"Iran, Islamic Rep.",1969,2100000000.0
"Iran, Islamic Rep.",1968,1881000000.0
"Iran, Islamic Rep.",1967,1929000000.0
"Iran, Islamic Rep.",1966,1310000000.0
"Iran, Islamic Rep.",1965,1305000000.0
"Iran, Islamic Rep.",1964,1252000000.0
"Iran, Islamic Rep.",1963,919000000.0
"Iran, Islamic Rep.",1962,822000000.0
"Iran, Islamic Rep.",1961,756000000.0
"Iran, Islamic Rep.",1960,636000000.0
Iraq,2022,138291000000.0
Iraq,2021,91514000000.0
Iraq,2020,50613000000.0
Iraq,2019,88903000000.0
Iraq,2018,92831000000.0
Iraq,2017,63604000000.0
Iraq,2016,46830000000.0
Iraq,2015,57577000000.0
Iraq,2014,88949000000.0
Iraq,2013,93066000000.0
Iraq,2012,94392000000.0
Iraq,2011,83226000000.0
Iraq,2010,52483000000.0
Iraq,2009,41929000000.0
Iraq,2008,61273000000.0
Iraq,2007,41268000000.0
Iraq,2006,29361000000.0
Iraq,2005,23697000000.0
Iraq,2004,17810000000.0
Iraq,2003,9711000000.0
Iraq,2002,12219000000.0
Iraq,2001,12872000000.0
Iraq,2000,20380000000.0
Iraq,1999,13067000000.0
Iraq,1998,5500000000.0
Iraq,1997,4602000000.0
Iraq,1996,731000000.0
Iraq,1995,496000000.0
Iraq,1994,453000000.0
Iraq,1993,457000000.0
Iraq,1992,518000000.0
Iraq,1991,377000000.0
Iraq,1990,10314000000.0
Iraq,1989,12284000000.0
Iraq,1988,9609000000.0
Iraq,1987,9705000000.0
Iraq,1986,7465000000.0
Iraq,1985,10409000000.0
Iraq,1984,9317000000.0
Iraq,1983,8161000000.0
Iraq,1982,10250000000.0
Iraq,1981,10530000000.0
Iraq,1980,26349000000.0
Iraq,1979,21572000000.0
Iraq,1978,11064000000.0
Iraq,1977,9650000000.0
Iraq,1976,9273000000.0
Iraq,1975,8298000000.0
Iraq,1974,6602000000.0
Iraq,1973,1942000000.0
Iraq,1972,1086000000.0
Iraq,1971,1556000000.0
Iraq,1970,1098000000.0
Iraq,1969,1045000000.0
Iraq,1968,1039000000.0
Iraq,1967,822000000.0
Iraq,1966,934000000.0
Iraq,1965,882000000.0
Iraq,1964,840000000.0
Iraq,1963,781000000.0
Iraq,1962,692000000.0
Iraq,1961,662000000.0
Iraq,1960,654000000.0
Ireland,2022,213688000000.0
Ireland,2021,190658000000.0
Ireland,2020,180104000000.0
Ireland,2019,169625000000.0
Ireland,2018,164794000000.0
Ireland,2017,137359000000.0
Ireland,2016,130864000000.0
Ireland,2015,123361000000.0
Ireland,2014,121057000000.0
Ireland,2013,116637000000.0
Ireland,2012,116773000000.0
Ireland,2011,125740000000.0
Ireland,2010,116497000000.0
Ireland,2009,115928000000.0
Ireland,2008,125719000000.0
Ireland,2007,121543000000.0
Ireland,2006,108726000000.0
Ireland,2005,109657000000.0
Ireland,2004,104788000000.0
Ireland,2003,92755000000.0
Ireland,2002,88265000000.0
Ireland,2001,82835000000.0
Ireland,2000,77413000000.0
Ireland,1999,71239000000.0
Ireland,1998,64330000000.0
Ireland,1997,53348000000.0
Ireland,1996,48339000000.0
Ireland,1995,44705000000.0
Ireland,1994,33996000000.0
Ireland,1993,28992000000.0
Ireland,1992,28331000000.0
Ireland,1991,24224000000.0
Ireland,1990,23743000000.0
Ireland,1989,20667000000.0
Ireland,1988,18723000000.0
Ireland,1987,15999000000.0
Ireland,1986,12658000000.0
Ireland,1985,10358000000.0
Ireland,1984,9642000000.0
Ireland,1983,8592000000.0
Ireland,1982,8063000000.0
Ireland,1981,7678000000.0
Ireland,1980,8398000000.0
Ireland,1979,7143000000.0
Ireland,1978,5691000000.0
Ireland,1977,4404000000.0
Ireland,1976,3315000000.0
Ireland,1975,3192000000.0
Ireland,1974,2658000000.0
Ireland,1973,2131000000.0
Ireland,1972,1607000000.0
Ireland,1971,1312000000.0
Ireland,1970,1120000000.0
Ireland,1969,891000000.0
Ireland,1968,798000000.0
Ireland,1967,790000000.0
Ireland,1966,684000000.0
Ireland,1965,618000000.0
Ireland,1964,549000000.0
Ireland,1963,549000000.0
Ireland,1962,488000000.0
Ireland,1961,505000000.0
Ireland,1960,427000000.0
Isle of Man,2022,
Isle of Man,2021,
Isle of Man,2020,
Isle of Man,2019,
Isle of Man,2018,
Isle of Man,2017,
Isle of Man,2016,
Isle of Man,2015,
Isle of Man,2014,
Isle of Man,2013,
Isle of Man,2012,
Isle of Man,2011,
Isle of Man,2010,
Isle of Man,2009,
Isle of Man,2008,
Isle of Man,2007,
Isle of Man,2006,
Isle of Man,2005,
Isle of Man,2004,
Isle of Man,2003,
Isle of Man,2002,
Isle of Man,2001,
Isle of Man,2000,
Isle of Man,1999,
Isle of Man,1998,
Isle of Man,1997,
Isle of Man,1996,
Isle of Man,1995,
Isle of Man,1994,
Isle of Man,1993,
Isle of Man,1992,
Isle of Man,1991,
Isle of Man,1990,
Isle of Man,1989,
Isle of Man,1988,
Isle of Man,1987,
Isle of Man,1986,
Isle of Man,1985,
Isle of Man,1984,
Isle of Man,1983,
Isle of Man,1982,
Isle of Man,1981,
Isle of Man,1980,
Isle of Man,1979,
Isle of Man,1978,
Isle of Man,1977,
Isle of Man,1976,
Isle of Man,1975,
Isle of Man,1974,
Isle of Man,1973,
Isle of Man,1972,
Isle of Man,1971,
Isle of Man,1970,
Isle of Man,1969,
Isle of Man,1968,
Isle of Man,1967,
Isle of Man,1966,
Isle of Man,1965,
Isle of Man,1964,
Isle of Man,1963,
Isle of Man,1962,
Isle of Man,1961,
Isle of Man,1960,
Israel,2022,73585000000.0
Israel,2021,60159000000.0
Israel,2020,50152000000.0
Israel,2019,58507000000.0
Israel,2018,61952000000.0
Israel,2017,61150000000.0
Israel,2016,60571000000.0
Israel,2015,64063000000.0
Israel,2014,68507000000.0
Israel,2013,66607000000.0
Israel,2012,63191000000.0
Israel,2011,67648000000.0
Israel,2010,58415000000.0
Israel,2009,47935000000.0
Israel,2008,60825000000.0
Israel,2007,54092000000.0
Israel,2006,46789000000.0
Israel,2005,42770000000.0
Israel,2004,38618000000.0
Israel,2003,31784000000.0
Israel,2002,29347000000.0
Israel,2001,29048000000.0
Israel,2000,31404000000.0
Israel,1999,25794000000.0
Israel,1998,22993000000.0
Israel,1997,22503000000.0
Israel,1996,20610000000.0
Israel,1995,19046000000.0
Israel,1994,16884000000.0
Israel,1993,14826000000.0
Israel,1992,13119000000.0
Israel,1991,11921000000.0
Israel,1990,12080000000.0
Israel,1989,11072000000.0
Israel,1988,9752000000.0
Israel,1987,8454000000.0
Israel,1986,7154000000.0
Israel,1985,6260000000.0
Israel,1984,5807000000.0
Israel,1983,5108000000.0
Israel,1982,5255000000.0
Israel,1981,5670000000.0
Israel,1980,5538000000.0
Israel,1979,4546000000.0
Israel,1978,3921000000.0
Israel,1977,3082000000.0
Israel,1976,2415000000.0
Israel,1975,1941000000.0
Israel,1974,1825000000.0
Israel,1973,1449000000.0
Israel,1972,1147000000.0
Israel,1971,958000000.0
Israel,1970,779000000.0
Israel,1969,729000000.0
Israel,1968,639000000.0
Israel,1967,555000000.0
Israel,1966,503000000.0
Israel,1965,430000000.0
Israel,1964,372000000.0
Israel,1963,352000000.0
Israel,1962,279000000.0
Israel,1961,245000000.0
Israel,1960,217000000.0
Italy,2022,657039000000.0
Italy,2021,615635000000.0
