Country,Year,Merchandise imports (current US$)
Lebanon,1975,2048000000.0
Lebanon,1974,2355000000.0
Lebanon,1973,1286000000.0
Lebanon,1972,924000000.0
Lebanon,1971,731000000.0
Lebanon,1970,659000000.0
Lebanon,1969,585000000.0
Lebanon,1968,596000000.0
Lebanon,1967,552000000.0
Lebanon,1966,611000000.0
Lebanon,1965,548000000.0
Lebanon,1964,512000000.0
Lebanon,1963,424000000.0
Lebanon,1962,349000000.0
Lebanon,1961,316000000.0
Lebanon,1960,255000000.0
Lesotho,2022,1856000000.0
Lesotho,2021,1824000000.0
Lesotho,2020,1380000000.0
Lesotho,2019,1734000000.0
Lesotho,2018,2185000000.0
Lesotho,2017,2066000000.0
Lesotho,2016,1861000000.0
Lesotho,2015,1997000000.0
Lesotho,2014,2207000000.0
Lesotho,2013,2175000000.0
Lesotho,2012,2602000000.0
Lesotho,2011,2500000000.0
Lesotho,2010,2300000000.0
Lesotho,2009,1850000000.0
Lesotho,2008,1800000000.0
Lesotho,2007,1738000000.0
Lesotho,2006,1500000000.0
Lesotho,2005,1410000000.0
Lesotho,2004,1440000000.0
Lesotho,2003,1121000000.0
Lesotho,2002,815000000.0
Lesotho,2001,743000000.0
Lesotho,2000,809000000.0
Lesotho,1999,866000000.0
Lesotho,1998,941000000.0
Lesotho,1997,1140000000.0
Lesotho,1996,1126000000.0
Lesotho,1995,1107000000.0
Lesotho,1994,879000000.0
Lesotho,1993,870000000.0
Lesotho,1992,899000000.0
Lesotho,1991,813000000.0
Lesotho,1990,672000000.0
Lesotho,1989,617000000.0
Lesotho,1988,587000000.0
Lesotho,1987,469000000.0
Lesotho,1986,354000000.0
Lesotho,1985,343000000.0
Lesotho,1984,441000000.0
Lesotho,1983,485000000.0
Lesotho,1982,524000000.0
Lesotho,1981,516000000.0
Lesotho,1980,464000000.0
Lesotho,1979,328000000.0
Lesotho,1978,281000000.0
Lesotho,1977,234000000.0
Lesotho,1976,212000000.0
Lesotho,1975,164000000.0
Lesotho,1974,120000000.0
Lesotho,1973,88000000.0
Lesotho,1972,56000000.0
Lesotho,1971,39000000.0
Lesotho,1970,32000000.0
Lesotho,1969,33000000.0
Lesotho,1968,33000000.0
Lesotho,1967,33000000.0
Lesotho,1966,32000000.0
Lesotho,1965,25000000.0
Lesotho,1964,24000000.0
Lesotho,1963,22000000.0
Lesotho,1962,20000000.0
Lesotho,1961,20000000.0
Lesotho,1960,17000000.0
Liberia,2022,1528000000.0
Liberia,2021,1338000000.0
Liberia,2020,998000000.0
Liberia,2019,1033000000.0
Liberia,2018,1143000000.0
Liberia,2017,1089000000.0
Liberia,2016,1302000000.0
Liberia,2015,1687000000.0
Liberia,2014,1997000000.0
Liberia,2013,1150000000.0
Liberia,2012,1005000000.0
Liberia,2011,1044000000.0
Liberia,2010,710000000.0
Liberia,2009,551000000.0
Liberia,2008,813000000.0
Liberia,2007,499000000.0
Liberia,2006,467000000.0
Liberia,2005,310000000.0
Liberia,2004,337000000.0
Liberia,2003,170000000.0
Liberia,2002,178000000.0
Liberia,2001,229000000.0
Liberia,2000,668000000.0
Liberia,1999,520000000.0
Liberia,1998,470000000.0
Liberia,1997,610000000.0
Liberia,1996,555000000.0
Liberia,1995,510000000.0
Liberia,1994,405000000.0
Liberia,1993,410000000.0
Liberia,1992,375000000.0
Liberia,1991,420000000.0
Liberia,1990,570000000.0
Liberia,1989,625000000.0
Liberia,1988,272000000.0
Liberia,1987,308000000.0
Liberia,1986,259000000.0
Liberia,1985,284000000.0
Liberia,1984,363000000.0
Liberia,1983,412000000.0
Liberia,1982,428000000.0
Liberia,1981,447000000.0
Liberia,1980,535000000.0
Liberia,1979,507000000.0
Liberia,1978,481000000.0
Liberia,1977,464000000.0
Liberia,1976,399000000.0
Liberia,1975,331000000.0
Liberia,1974,288000000.0
Liberia,1973,193000000.0
Liberia,1972,179000000.0
Liberia,1971,157000000.0
Liberia,1970,150000000.0
Liberia,1969,115000000.0
Liberia,1968,108000000.0
Liberia,1967,125000000.0
Liberia,1966,114000000.0
Liberia,1965,105000000.0
Liberia,1964,111000000.0
Liberia,1963,108000000.0
Liberia,1962,132000000.0
Liberia,1961,91000000.0
Liberia,1960,69000000.0
Libya,2022,29634000000.0
Libya,2021,17432000000.0
Libya,2020,12912000000.0
Libya,2019,22694000000.0
Libya,2018,13786000000.0
Libya,2017,10556000000.0
Libya,2016,8667000000.0
Libya,2015,16429000000.0
Libya,2014,18994000000.0
Libya,2013,27000000000.0
Libya,2012,22000000000.0
Libya,2011,8000000000.0
Libya,2010,17674000000.0
Libya,2009,12859000000.0
Libya,2008,9150000000.0
Libya,2007,6733000000.0
Libya,2006,6041000000.0
Libya,2005,6079000000.0
Libya,2004,6326000000.0
Libya,2003,4330000000.0
Libya,2002,4396000000.0
Libya,2001,4397000000.0
Libya,2000,3732000000.0
Libya,1999,4158000000.0
Libya,1998,5466000000.0
Libya,1997,6123000000.0
Libya,1996,5873000000.0
Libya,1995,5392000000.0
Libya,1994,5548000000.0
Libya,1993,5551000000.0
Libya,1992,5165000000.0
Libya,1991,5361000000.0
Libya,1990,5336000000.0
Libya,1989,4923000000.0
Libya,1988,5869000000.0
Libya,1987,4684000000.0
Libya,1986,4445000000.0
Libya,1985,4101000000.0
Libya,1984,6222000000.0
Libya,1983,6029000000.0
Libya,1982,7175000000.0
Libya,1981,8382000000.0
Libya,1980,6777000000.0
Libya,1979,5311000000.0
Libya,1978,4603000000.0
Libya,1977,3773000000.0
Libya,1976,3212000000.0
Libya,1975,3542000000.0
Libya,1974,2762000000.0
Libya,1973,1806000000.0
Libya,1972,1043000000.0
Libya,1971,703000000.0
Libya,1970,554000000.0
Libya,1969,676000000.0
Libya,1968,645000000.0
Libya,1967,477000000.0
Libya,1966,405000000.0
Libya,1965,320000000.0
Libya,1964,292000000.0
Libya,1963,239000000.0
Libya,1962,206000000.0
Libya,1961,149000000.0
Libya,1960,169000000.0
Liechtenstein,2022,
Liechtenstein,2021,
Liechtenstein,2020,
Liechtenstein,2019,
Liechtenstein,2018,
Liechtenstein,2017,
Liechtenstein,2016,
Liechtenstein,2015,
Liechtenstein,2014,
Liechtenstein,2013,
Liechtenstein,2012,
Liechtenstein,2011,
Liechtenstein,2010,
Liechtenstein,2009,
Liechtenstein,2008,
Liechtenstein,2007,
Liechtenstein,2006,
Liechtenstein,2005,
Liechtenstein,2004,
Liechtenstein,2003,
Liechtenstein,2002,
Liechtenstein,2001,
Liechtenstein,2000,
Liechtenstein,1999,
Liechtenstein,1998,
Liechtenstein,1997,
Liechtenstein,1996,
Liechtenstein,1995,
Liechtenstein,1994,
Liechtenstein,1993,
Liechtenstein,1992,
Liechtenstein,1991,
Liechtenstein,1990,
Liechtenstein,1989,
Liechtenstein,1988,
Liechtenstein,1987,
Liechtenstein,1986,
Liechtenstein,1985,
Liechtenstein,1984,
Liechtenstein,1983,
Liechtenstein,1982,
Liechtenstein,1981,
Liechtenstein,1980,
Liechtenstein,1979,
Liechtenstein,1978,
Liechtenstein,1977,
Liechtenstein,1976,
Liechtenstein,1975,
Liechtenstein,1974,
Liechtenstein,1973,
Liechtenstein,1972,
Liechtenstein,1971,
Liechtenstein,1970,
Liechtenstein,1969,
Liechtenstein,1968,
Liechtenstein,1967,
Liechtenstein,1966,
Liechtenstein,1965,
Liechtenstein,1964,
Liechtenstein,1963,
Liechtenstein,1962,
Liechtenstein,1961,
Liechtenstein,1960,
Lithuania,2022,54938000000.0
Lithuania,2021,44488000000.0
Lithuania,2020,33329000000.0
Lithuania,2019,35759000000.0
Lithuania,2018,36502000000.0
Lithuania,2017,32258000000.0
Lithuania,2016,27376000000.0
Lithuania,2015,28154000000.0
Lithuania,2014,34359000000.0
Lithuania,2013,34806000000.0
Lithuania,2012,31965000000.0
Lithuania,2011,31773000000.0
Lithuania,2010,23403000000.0
Lithuania,2009,18304000000.0
Lithuania,2008,31099000000.0
Lithuania,2007,24412000000.0
Lithuania,2006,19373000000.0
Lithuania,2005,15548000000.0
Lithuania,2004,12387000000.0
Lithuania,2003,9803000000.0
Lithuania,2002,7709000000.0
Lithuania,2001,6353000000.0
Lithuania,2000,5457000000.0
Lithuania,1999,4835000000.0
Lithuania,1998,5795000000.0
Lithuania,1997,5645000000.0
Lithuania,1996,4560000000.0
Lithuania,1995,3650000000.0
Lithuania,1994,2350000000.0
Lithuania,1993,2279000000.0
Lithuania,1992,2216000000.0
Lithuania,1991,
Lithuania,1990,
Lithuania,1989,
Lithuania,1988,
Lithuania,1987,
Lithuania,1986,
Lithuania,1985,
Lithuania,1984,
Lithuania,1983,
Lithuania,1982,
Lithuania,1981,
Lithuania,1980,
Lithuania,1979,
Lithuania,1978,
Lithuania,1977,
Lithuania,1976,
Lithuania,1975,
Lithuania,1974,
Lithuania,1973,
Lithuania,1972,
Lithuania,1971,
Lithuania,1970,
Lithuania,1969,
Lithuania,1968,
Lithuania,1967,
Lithuania,1966,
Lithuania,1965,
Lithuania,1964,
Lithuania,1963,
Lithuania,1962,
Lithuania,1961,
Lithuania,1960,
Luxembourg,2022,26528000000.0
Luxembourg,2021,26170000000.0
Luxembourg,2020,21165000000.0
Luxembourg,2019,24264000000.0
Luxembourg,2018,24175000000.0
Luxembourg,2017,22876000000.0
Luxembourg,2016,21872000000.0
Luxembourg,2015,23289000000.0
Luxembourg,2014,26656000000.0
Luxembourg,2013,26692000000.0
Luxembourg,2012,27543000000.0
Luxembourg,2011,28860000000.0
Luxembourg,2010,25092000000.0
Luxembourg,2009,25330000000.0
Luxembourg,2008,32157000000.0
Luxembourg,2007,28029000000.0
Luxembourg,2006,27145000000.0
Luxembourg,2005,22607000000.0
Luxembourg,2004,20046000000.0
Luxembourg,2003,16165000000.0
Luxembourg,2002,12651000000.0
Luxembourg,2001,12331000000.0
Luxembourg,2000,11278000000.0
Luxembourg,1999,11218000000.0
Luxembourg,1998,
Luxembourg,1997,
Luxembourg,1996,
Luxembourg,1995,
Luxembourg,1994,
Luxembourg,1993,
Luxembourg,1992,
Luxembourg,1991,
Luxembourg,1990,
Luxembourg,1989,
Luxembourg,1988,
Luxembourg,1987,
Luxembourg,1986,
Luxembourg,1985,
Luxembourg,1984,
Luxembourg,1983,
Luxembourg,1982,
Luxembourg,1981,
Luxembourg,1980,
Luxembourg,1979,
Luxembourg,1978,
Luxembourg,1977,
Luxembourg,1976,
Luxembourg,1975,
Luxembourg,1974,
Luxembourg,1973,
Luxembourg,1972,
Luxembourg,1971,
Luxembourg,1970,
Luxembourg,1969,
Luxembourg,1968,
Luxembourg,1967,
Luxembourg,1966,
Luxembourg,1965,
Luxembourg,1964,
Luxembourg,1963,
Luxembourg,1962,
Luxembourg,1961,
Luxembourg,1960,
"Macao SAR, China",2022,17338000000.0
"Macao SAR, China",2021,19219000000.0
"Macao SAR, China",2020,11588000000.0
"Macao SAR, China",2019,11167000000.0
"Macao SAR, China",2018,11162000000.0
"Macao SAR, China",2017,9451000000.0
"Macao SAR, China",2016,8924000000.0
"Macao SAR, China",2015,10603000000.0
"Macao SAR, China",2014,11262000000.0
"Macao SAR, China",2013,10140000000.0
"Macao SAR, China",2012,8982000000.0
"Macao SAR, China",2011,7927000000.0
"Macao SAR, China",2010,5629000000.0
"Macao SAR, China",2009,4751000000.0
"Macao SAR, China",2008,5880000000.0
"Macao SAR, China",2007,6045000000.0
"Macao SAR, China",2006,5236000000.0
"Macao SAR, China",2005,4514000000.0
"Macao SAR, China",2004,4094000000.0
"Macao SAR, China",2003,3232000000.0
"Macao SAR, China",2002,3009000000.0
"Macao SAR, China",2001,2824000000.0
"Macao SAR, China",2000,2625000000.0
"Macao SAR, China",1999,2040000000.0
"Macao SAR, China",1998,1955000000.0
"Macao SAR, China",1997,2082000000.0
"Macao SAR, China",1996,2000000000.0
"Macao SAR, China",1995,2042000000.0
"Macao SAR, China",1994,2001000000.0
"Macao SAR, China",1993,2025000000.0
"Macao SAR, China",1992,1968000000.0
"Macao SAR, China",1991,1852000000.0
"Macao SAR, China",1990,1539000000.0
"Macao SAR, China",1989,1480000000.0
"Macao SAR, China",1988,1288000000.0
"Macao SAR, China",1987,1120000000.0
"Macao SAR, China",1986,879000000.0
"Macao SAR, China",1985,778000000.0
"Macao SAR, China",1984,795000000.0
"Macao SAR, China",1983,727000000.0
"Macao SAR, China",1982,719000000.0
"Macao SAR, China",1981,711000000.0
"Macao SAR, China",1980,544000000.0
"Macao SAR, China",1979,351000000.0
"Macao SAR, China",1978,249000000.0
"Macao SAR, China",1977,198000000.0
"Macao SAR, China",1976,161000000.0
"Macao SAR, China",1975,161000000.0
"Macao SAR, China",1974,134000000.0
"Macao SAR, China",1973,158000000.0
"Macao SAR, China",1972,104000000.0
"Macao SAR, China",1971,75000000.0
"Macao SAR, China",1970,65000000.0
"Macao SAR, China",1969,60000000.0
"Macao SAR, China",1968,50000000.0
"Macao SAR, China",1967,43000000.0
"Macao SAR, China",1966,51000000.0
"Macao SAR, China",1965,47000000.0
"Macao SAR, China",1964,48000000.0
"Macao SAR, China",1963,42000000.0
"Macao SAR, China",1962,38000000.0
"Macao SAR, China",1961,32000000.0
"Macao SAR, China",1960,30000000.0
Madagascar,2022,5471000000.0
Madagascar,2021,4408000000.0
Madagascar,2020,3221000000.0
Madagascar,2019,3942000000.0
Madagascar,2018,4061000000.0
Madagascar,2017,3670000000.0
Madagascar,2016,2966000000.0
Madagascar,2015,2795000000.0
Madagascar,2014,3227000000.0
Madagascar,2013,3260000000.0
Madagascar,2012,3094000000.0
Madagascar,2011,2905000000.0
Madagascar,2010,2584000000.0
Madagascar,2009,3199000000.0
Madagascar,2008,3781000000.0
Madagascar,2007,2635000000.0
Madagascar,2006,1804000000.0
Madagascar,2005,1706000000.0
Madagascar,2004,1680000000.0
Madagascar,2003,1304000000.0
Madagascar,2002,627000000.0
Madagascar,2001,1118000000.0
Madagascar,2000,1097000000.0
Madagascar,1999,742000000.0
Madagascar,1998,693000000.0
Madagascar,1997,694000000.0
Madagascar,1996,629000000.0
Madagascar,1995,628000000.0
Madagascar,1994,546000000.0
Madagascar,1993,514000000.0
Madagascar,1992,471000000.0
Madagascar,1991,446000000.0
Madagascar,1990,651000000.0
Madagascar,1989,342000000.0
Madagascar,1988,360000000.0
Madagascar,1987,302000000.0
Madagascar,1986,353000000.0
Madagascar,1985,402000000.0
Madagascar,1984,366000000.0
Madagascar,1983,387000000.0
Madagascar,1982,417000000.0
Madagascar,1981,545000000.0
Madagascar,1980,600000000.0
Madagascar,1979,641000000.0
Madagascar,1978,443000000.0
Madagascar,1977,347000000.0
Madagascar,1976,285000000.0
Madagascar,1975,366000000.0
Madagascar,1974,281000000.0
Madagascar,1973,203000000.0
Madagascar,1972,205000000.0
Madagascar,1971,214000000.0
Madagascar,1970,170000000.0
Madagascar,1969,182000000.0
Madagascar,1968,170000000.0
Madagascar,1967,145000000.0
Madagascar,1966,146000000.0
Madagascar,1965,138000000.0
Madagascar,1964,136000000.0
Madagascar,1963,128000000.0
Madagascar,1962,122000000.0
Madagascar,1961,103000000.0
Madagascar,1960,112000000.0
Malawi,2022,1520000000.0
Malawi,2021,3073000000.0
Malawi,2020,2678000000.0
Malawi,2019,2892000000.0
Malawi,2018,2686000000.0
Malawi,2017,2551000000.0
Malawi,2016,2254000000.0
Malawi,2015,2270000000.0
Malawi,2014,2753000000.0
Malawi,2013,2836000000.0
Malawi,2012,2728000000.0
Malawi,2011,2427000000.0
Malawi,2010,2165000000.0
Malawi,2009,2102000000.0
Malawi,2008,2033000000.0
Malawi,2007,1382000000.0
Malawi,2006,1288000000.0
Malawi,2005,1181000000.0
Malawi,2004,929000000.0
Malawi,2003,793000000.0
Malawi,2002,702000000.0
Malawi,2001,550000000.0
Malawi,2000,532000000.0
Malawi,1999,673000000.0
Malawi,1998,515000000.0
Malawi,1997,781000000.0
Malawi,1996,624000000.0
Malawi,1995,475000000.0
Malawi,1994,497000000.0
Malawi,1993,546000000.0
Malawi,1992,735000000.0
Malawi,1991,703000000.0
Malawi,1990,575000000.0
Malawi,1989,503000000.0
Malawi,1988,406000000.0
Malawi,1987,295000000.0
Malawi,1986,260000000.0
Malawi,1985,285000000.0
Malawi,1984,271000000.0
Malawi,1983,311000000.0
Malawi,1982,304000000.0
Malawi,1981,359000000.0
Malawi,1980,439000000.0
Malawi,1979,399000000.0
Malawi,1978,338000000.0
Malawi,1977,235000000.0
Malawi,1976,206000000.0
Malawi,1975,253000000.0
Malawi,1974,188000000.0
Malawi,1973,140000000.0
Malawi,1972,129000000.0
Malawi,1971,108000000.0
Malawi,1970,109000000.0
Malawi,1969,86000000.0
Malawi,1968,74000000.0
Malawi,1967,70000000.0
Malawi,1966,70000000.0
Malawi,1965,76000000.0
Malawi,1964,57000000.0
Malawi,1963,40000000.0
Malawi,1962,40000000.0
Malawi,1961,40000000.0
Malawi,1960,40000000.0
Malaysia,2022,294317000000.0
Malaysia,2021,238240000000.0
Malaysia,2020,190860000000.0
Malaysia,2019,204998000000.0
Malaysia,2018,217602000000.0
Malaysia,2017,195417000000.0
Malaysia,2016,168684000000.0
Malaysia,2015,175971000000.0
Malaysia,2014,208851000000.0
Malaysia,2013,205897000000.0
Malaysia,2012,196393000000.0
Malaysia,2011,187473000000.0
Malaysia,2010,164622000000.0
Malaysia,2009,123757000000.0
Malaysia,2008,156348000000.0
Malaysia,2007,146170000000.0
Malaysia,2006,130441000000.0
Malaysia,2005,114324000000.0
Malaysia,2004,105166000000.0
Malaysia,2003,83299000000.0
Malaysia,2002,79761000000.0
Malaysia,2001,73744000000.0
Malaysia,2000,81963000000.0
Malaysia,1999,65389000000.0
Malaysia,1998,58272000000.0
Malaysia,1997,79029000000.0
Malaysia,1996,78418000000.0
Malaysia,1995,77691000000.0
Malaysia,1994,59600000000.0
Malaysia,1993,45650000000.0
Malaysia,1992,39856000000.0
Malaysia,1991,36649000000.0
Malaysia,1990,29258000000.0
Malaysia,1989,22480000000.0
Malaysia,1988,16507000000.0
Malaysia,1987,12681000000.0
Malaysia,1986,10806000000.0
Malaysia,1985,12253000000.0
Malaysia,1984,14051000000.0
Malaysia,1983,13262000000.0
Malaysia,1982,12418000000.0
Malaysia,1981,11550000000.0
Malaysia,1980,10779000000.0
Malaysia,1979,7849000000.0
Malaysia,1978,5909000000.0
Malaysia,1977,4542000000.0
Malaysia,1976,3824000000.0
Malaysia,1975,3566000000.0
Malaysia,1974,4114000000.0
Malaysia,1973,2450000000.0
Malaysia,1972,1611000000.0
Malaysia,1971,1447000000.0
Malaysia,1970,1401000000.0
Malaysia,1969,1178000000.0
Malaysia,1968,1160000000.0
Malaysia,1967,1086000000.0
Malaysia,1966,1104000000.0
Malaysia,1965,1096000000.0
Malaysia,1964,1047000000.0
Malaysia,1963,1043000000.0
Malaysia,1962,998000000.0
Malaysia,1961,920000000.0
Malaysia,1960,910000000.0
Maldives,2022,3516000000.0
Maldives,2021,2573000000.0
Maldives,2020,1838000000.0
Maldives,2019,2888000000.0
Maldives,2018,2960000000.0
Maldives,2017,2360000000.0
Maldives,2016,2125000000.0
Maldives,2015,1896000000.0
Maldives,2014,1993000000.0
Maldives,2013,1733000000.0
Maldives,2012,1554000000.0
Maldives,2011,1465000000.0
Maldives,2010,1091000000.0
Maldives,2009,963000000.0
Maldives,2008,1388000000.0
Maldives,2007,1096000000.0
Maldives,2006,927000000.0
Maldives,2005,745000000.0
Maldives,2004,642000000.0
Maldives,2003,471000000.0
Maldives,2002,392000000.0
Maldives,2001,393000000.0
Maldives,2000,389000000.0
Maldives,1999,402000000.0
Maldives,1998,354000000.0
Maldives,1997,349000000.0
Maldives,1996,302000000.0
Maldives,1995,268000000.0
Maldives,1994,222000000.0
Maldives,1993,191000000.0
Maldives,1992,189000000.0
Maldives,1991,161000000.0
Maldives,1990,138000000.0
Maldives,1989,113000000.0
Maldives,1988,90000000.0
Maldives,1987,81000000.0
Maldives,1986,45000000.0
Maldives,1985,53000000.0
Maldives,1984,53000000.0
Maldives,1983,57000000.0
Maldives,1982,43000000.0
Maldives,1981,31000000.0
Maldives,1980,29000000.0
Maldives,1979,21000000.0
Maldives,1978,14000000.0
Maldives,1977,10000000.0
Maldives,1976,6000000.0
Maldives,1975,7000000.0
Maldives,1974,7000000.0
Maldives,1973,7000000.0
Maldives,1972,5000000.0
Maldives,1971,4000000.0
Maldives,1970,2000000.0
Maldives,1969,3000000.0
Maldives,1968,2000000.0
Maldives,1967,3000000.0
Maldives,1966,2000000.0
Maldives,1965,2000000.0
Maldives,1964,2000000.0
Maldives,1963,2000000.0
Maldives,1962,3000000.0
Maldives,1961,3000000.0
Maldives,1960,4000000.0
Mali,2022,6185000000.0
Mali,2021,6108000000.0
Mali,2020,5107000000.0
Mali,2019,5134000000.0
Mali,2018,4722000000.0
Mali,2017,4286000000.0
Mali,2016,4051000000.0
Mali,2015,3800000000.0
Mali,2014,3909000000.0
Mali,2013,3807000000.0
Mali,2012,3524000000.0
Mali,2011,3352000000.0
Mali,2010,3428000000.0
Mali,2009,2486000000.0
Mali,2008,3339000000.0
Mali,2007,2185000000.0
Mali,2006,1820000000.0
Mali,2005,1544000000.0
Mali,2004,1364000000.0
Mali,2003,1271000000.0
Mali,2002,928000000.0
Mali,2001,990000000.0
Mali,2000,806000000.0
Mali,1999,824000000.0
Mali,1998,761000000.0
Mali,1997,739000000.0
Mali,1996,772000000.0
Mali,1995,772000000.0
Mali,1994,589000000.0
Mali,1993,634000000.0
Mali,1992,608000000.0
Mali,1991,671000000.0
Mali,1990,602000000.0
Mali,1989,502000000.0
Mali,1988,504000000.0
Mali,1987,374000000.0
Mali,1986,444000000.0
Mali,1985,299000000.0
Mali,1984,279000000.0
Mali,1983,353000000.0
Mali,1982,332000000.0
Mali,1981,365000000.0
Mali,1980,439000000.0
Mali,1979,361000000.0
Mali,1978,286000000.0
Mali,1977,159000000.0
Mali,1976,155000000.0
Mali,1975,176000000.0
Mali,1974,180000000.0
Mali,1973,110000000.0
Mali,1972,70000000.0
Mali,1971,63000000.0
Mali,1970,47000000.0
Mali,1969,39000000.0
Mali,1968,34000000.0
Mali,1967,34000000.0
Mali,1966,36000000.0
Mali,1965,43000000.0
Mali,1964,37000000.0
Mali,1963,34000000.0
Mali,1962,46000000.0
Mali,1961,36000000.0
Mali,1960,33000000.0
Malta,2022,8519000000.0
Malta,2021,7133000000.0
Malta,2020,5718000000.0
Malta,2019,7388000000.0
Malta,2018,6769000000.0
Malta,2017,5997000000.0
Malta,2016,6444000000.0
Malta,2015,6036000000.0
Malta,2014,6798000000.0
Malta,2013,6142000000.0
Malta,2012,6598000000.0
Malta,2011,6293000000.0
Malta,2010,5062000000.0
Malta,2009,4478000000.0
Malta,2008,5300000000.0
Malta,2007,4801000000.0
Malta,2006,4307000000.0
Malta,2005,3681000000.0
Malta,2004,3641000000.0
Malta,2003,3227000000.0
Malta,2002,2646000000.0
Malta,2001,2531000000.0
Malta,2000,3413000000.0
Malta,1999,2843000000.0
Malta,1998,2668000000.0
Malta,1997,2552000000.0
Malta,1996,2801000000.0
Malta,1995,2890000000.0
Malta,1994,2447000000.0
Malta,1993,2174000000.0
Malta,1992,2331000000.0
Malta,1991,2130000000.0
Malta,1990,1964000000.0
Malta,1989,1479000000.0
Malta,1988,1353000000.0
Malta,1987,1139000000.0
Malta,1986,887000000.0
Malta,1985,759000000.0
Malta,1984,717000000.0
Malta,1983,733000000.0
Malta,1982,789000000.0
Malta,1981,860000000.0
