Country,Year,Net migration
Faroe Islands,1997,96.0
Faroe Islands,1996,96.0
Faroe Islands,1995,97.0
Faroe Islands,1994,-1249.0
Faroe Islands,1993,-1274.0
Faroe Islands,1992,-1188.0
Faroe Islands,1991,-1169.0
Faroe Islands,1990,-1147.0
Faroe Islands,1989,30.0
Faroe Islands,1988,49.0
Faroe Islands,1987,54.0
Faroe Islands,1986,24.0
Faroe Islands,1985,29.0
Faroe Islands,1984,123.0
Faroe Islands,1983,129.0
Faroe Islands,1982,142.0
Faroe Islands,1981,131.0
Faroe Islands,1980,112.0
Faroe Islands,1979,77.0
Faroe Islands,1978,107.0
Faroe Islands,1977,-6.0
Faroe Islands,1976,-36.0
Faroe Islands,1975,-61.0
Faroe Islands,1974,-88.0
Faroe Islands,1973,-114.0
Faroe Islands,1972,-102.0
Faroe Islands,1971,-69.0
Faroe Islands,1970,-101.0
Faroe Islands,1969,-193.0
Faroe Islands,1968,-211.0
Faroe Islands,1967,-221.0
Faroe Islands,1966,-182.0
Faroe Islands,1965,-64.0
Faroe Islands,1964,-98.0
Faroe Islands,1963,-118.0
Faroe Islands,1962,-123.0
Faroe Islands,1961,-117.0
Faroe Islands,1960,-60.0
Fiji,2022,
Fiji,2021,-6003.0
Fiji,2020,-6003.0
Fiji,2019,-11865.0
Fiji,2018,-11738.0
Fiji,2017,-11605.0
Fiji,2016,-11139.0
Fiji,2015,-11047.0
Fiji,2014,-11023.0
Fiji,2013,-11000.0
Fiji,2012,-10945.0
Fiji,2011,-10836.0
Fiji,2010,-10666.0
Fiji,2009,-10445.0
Fiji,2008,-9625.0
Fiji,2007,-8101.0
Fiji,2006,-7016.0
Fiji,2005,-6729.0
Fiji,2004,-6639.0
Fiji,2003,-6513.0
Fiji,2002,-6349.0
Fiji,2001,-6207.0
Fiji,2000,-6081.0
Fiji,1999,-5926.0
Fiji,1998,-5711.0
Fiji,1997,-6530.0
Fiji,1996,-9085.0
Fiji,1995,-14575.0
Fiji,1994,-15170.0
Fiji,1993,-14927.0
Fiji,1992,-14646.0
Fiji,1991,-16491.0
Fiji,1990,-10612.0
Fiji,1989,-10129.0
Fiji,1988,-9608.0
Fiji,1987,-7923.0
Fiji,1986,-4565.0
Fiji,1985,-2003.0
Fiji,1984,-1394.0
Fiji,1983,-1398.0
Fiji,1982,-1405.0
Fiji,1981,-1425.0
Fiji,1980,-1440.0
Fiji,1979,-1444.0
Fiji,1978,-1405.0
Fiji,1977,-1931.0
Fiji,1976,-3331.0
Fiji,1975,-4367.0
Fiji,1974,-4466.0
Fiji,1973,-4239.0
Fiji,1972,-4032.0
Fiji,1971,-3822.0
Fiji,1970,-3603.0
Fiji,1969,-3383.0
Fiji,1968,-3189.0
Fiji,1967,-2636.0
Fiji,1966,-1592.0
Fiji,1965,-809.0
Fiji,1964,-618.0
Fiji,1963,-640.0
Fiji,1962,-700.0
Fiji,1961,-773.0
Fiji,1960,-830.0
Finland,2022,
Finland,2021,14928.0
Finland,2020,17482.0
Finland,2019,15558.0
Finland,2018,11646.0
Finland,2017,13307.0
Finland,2016,17210.0
Finland,2015,12433.0
Finland,2014,15950.0
Finland,2013,18026.0
Finland,2012,17620.0
Finland,2011,16712.0
Finland,2010,14053.0
Finland,2009,14757.0
Finland,2008,15579.0
Finland,2007,13940.0
Finland,2006,10801.0
Finland,2005,9406.0
Finland,2004,6872.0
Finland,2003,6039.0
Finland,2002,5250.0
Finland,2001,6395.0
Finland,2000,2428.0
Finland,1999,3532.0
Finland,1998,3887.0
Finland,1997,5014.0
Finland,1996,3612.0
Finland,1995,4250.0
Finland,1994,3688.0
Finland,1993,8887.0
Finland,1992,9296.0
Finland,1991,14401.0
Finland,1990,8864.0
Finland,1989,5684.0
Finland,1988,1743.0
Finland,1987,764.0
Finland,1986,1438.0
Finland,1985,2343.0
Finland,1984,3918.0
Finland,1983,6778.0
Finland,1982,7011.0
Finland,1981,5221.0
Finland,1980,-2259.0
Finland,1979,-6722.0
Finland,1978,-9666.0
Finland,1977,-5676.0
Finland,1976,-12180.0
Finland,1975,-3788.0
Finland,1974,5920.0
Finland,1973,11639.0
Finland,1972,12597.0
Finland,1971,11984.0
Finland,1970,-36633.0
Finland,1969,-42127.0
Finland,1968,-15787.0
Finland,1967,-5024.0
Finland,1966,-11903.0
Finland,1965,-21466.0
Finland,1964,-20338.0
Finland,1963,-7591.0
Finland,1962,-6962.0
Finland,1961,-10994.0
Finland,1960,-9445.0
France,2022,
France,2021,20614.0
France,2020,18335.0
France,2019,17403.0
France,2018,14391.0
France,2017,13175.0
France,2016,14729.0
France,2015,18807.0
France,2014,26585.0
France,2013,36552.0
France,2012,49080.0
France,2011,65188.0
France,2010,86355.0
France,2009,108940.0
France,2008,128627.0
France,2007,142170.0
France,2006,151814.0
France,2005,155943.0
France,2004,154947.0
France,2003,148696.0
France,2002,137513.0
France,2001,122247.0
France,2000,102857.0
France,1999,77667.0
France,1998,56608.0
France,1997,37822.0
France,1996,23046.0
France,1995,11505.0
France,1994,4295.0
France,1993,235.0
France,1992,740.0
France,1991,4385.0
France,1990,11404.0
France,1989,21768.0
France,1988,30843.0
France,1987,37864.0
France,1986,44525.0
France,1985,50391.0
France,1984,53502.0
France,1983,54930.0
France,1982,55023.0
France,1981,54535.0
France,1980,53403.0
France,1979,49639.0
France,1978,48194.0
France,1977,50700.0
France,1976,54481.0
France,1975,60976.0
France,1974,70036.0
France,1973,82273.0
France,1972,97770.0
France,1971,115636.0
France,1970,135988.0
France,1969,157646.0
France,1968,175643.0
France,1967,188179.0
France,1966,197365.0
France,1965,202497.0
France,1964,203089.0
France,1963,198822.0
France,1962,189952.0
France,1961,177923.0
France,1960,160864.0
French Polynesia,2022,
French Polynesia,2021,-378.0
French Polynesia,2020,-378.0
French Polynesia,2019,-861.0
French Polynesia,2018,-952.0
French Polynesia,2017,-1046.0
French Polynesia,2016,-1687.0
French Polynesia,2015,-1676.0
French Polynesia,2014,-1668.0
French Polynesia,2013,-1988.0
French Polynesia,2012,-2639.0
French Polynesia,2011,-2521.0
French Polynesia,2010,-2613.0
French Polynesia,2009,-2603.0
French Polynesia,2008,-2190.0
French Polynesia,2007,-1179.0
French Polynesia,2006,-342.0
French Polynesia,2005,-93.0
French Polynesia,2004,-61.0
French Polynesia,2003,-130.0
French Polynesia,2002,-304.0
French Polynesia,2001,-431.0
French Polynesia,2000,-460.0
French Polynesia,1999,-455.0
French Polynesia,1998,-417.0
French Polynesia,1997,-487.0
French Polynesia,1996,-727.0
French Polynesia,1995,-919.0
French Polynesia,1994,-961.0
French Polynesia,1993,-944.0
French Polynesia,1992,-933.0
French Polynesia,1991,-925.0
French Polynesia,1990,-904.0
French Polynesia,1989,-791.0
French Polynesia,1988,-532.0
French Polynesia,1987,-544.0
French Polynesia,1986,-517.0
French Polynesia,1985,-520.0
French Polynesia,1984,-544.0
French Polynesia,1983,-588.0
French Polynesia,1982,1146.0
French Polynesia,1981,1209.0
French Polynesia,1980,1198.0
French Polynesia,1979,1169.0
French Polynesia,1978,1124.0
French Polynesia,1977,1001.0
French Polynesia,1976,884.0
French Polynesia,1975,832.0
French Polynesia,1974,818.0
French Polynesia,1973,796.0
French Polynesia,1972,755.0
French Polynesia,1971,674.0
French Polynesia,1970,556.0
French Polynesia,1969,477.0
French Polynesia,1968,442.0
French Polynesia,1967,399.0
French Polynesia,1966,387.0
French Polynesia,1965,369.0
French Polynesia,1964,351.0
French Polynesia,1963,88.0
French Polynesia,1962,-424.0
French Polynesia,1961,-717.0
French Polynesia,1960,-725.0
Gabon,2022,
Gabon,2021,1516.0
Gabon,2020,1514.0
Gabon,2019,2230.0
Gabon,2018,2893.0
Gabon,2017,4019.0
Gabon,2016,7395.0
Gabon,2015,12041.0
Gabon,2014,16566.0
Gabon,2013,19581.0
Gabon,2012,19971.0
Gabon,2011,18969.0
Gabon,2010,17266.0
Gabon,2009,15277.0
Gabon,2008,13448.0
Gabon,2007,12047.0
Gabon,2006,10386.0
Gabon,2005,8555.0
Gabon,2004,6827.0
Gabon,2003,5435.0
Gabon,2002,4579.0
Gabon,2001,3802.0
Gabon,2000,3086.0
Gabon,1999,2480.0
Gabon,1998,2050.0
Gabon,1997,1795.0
Gabon,1996,1560.0
Gabon,1995,1323.0
Gabon,1994,1122.0
Gabon,1993,1013.0
Gabon,1992,995.0
Gabon,1991,995.0
Gabon,1990,995.0
Gabon,1989,995.0
Gabon,1988,995.0
Gabon,1987,995.0
Gabon,1986,995.0
Gabon,1985,995.0
Gabon,1984,995.0
Gabon,1983,995.0
Gabon,1982,995.0
Gabon,1981,995.0
Gabon,1980,995.0
Gabon,1979,995.0
Gabon,1978,995.0
Gabon,1977,982.0
Gabon,1976,909.0
Gabon,1975,802.0
Gabon,1974,691.0
Gabon,1973,613.0
Gabon,1972,653.0
Gabon,1971,1138.0
Gabon,1970,1883.0
Gabon,1969,2645.0
Gabon,1968,0.0
Gabon,1967,0.0
Gabon,1966,0.0
Gabon,1965,0.0
Gabon,1964,0.0
Gabon,1963,0.0
Gabon,1962,0.0
Gabon,1961,0.0
Gabon,1960,0.0
"Gambia, The",2022,
"Gambia, The",2021,-1960.0
"Gambia, The",2020,-1960.0
"Gambia, The",2019,-4186.0
"Gambia, The",2018,-3936.0
"Gambia, The",2017,-3694.0
"Gambia, The",2016,-3477.0
"Gambia, The",2015,-3224.0
"Gambia, The",2014,-2797.0
"Gambia, The",2013,-2486.0
"Gambia, The",2012,-2342.0
"Gambia, The",2011,-2363.0
"Gambia, The",2010,-2464.0
"Gambia, The",2009,-2267.0
"Gambia, The",2008,-2203.0
"Gambia, The",2007,-2325.0
"Gambia, The",2006,-2667.0
"Gambia, The",2005,-3204.0
"Gambia, The",2004,-3632.0
"Gambia, The",2003,-3717.0
"Gambia, The",2002,-4068.0
"Gambia, The",2001,-3876.0
"Gambia, The",2000,-3676.0
"Gambia, The",1999,-3486.0
"Gambia, The",1998,-3291.0
"Gambia, The",1997,-3099.0
"Gambia, The",1996,-2951.0
"Gambia, The",1995,-2800.0
"Gambia, The",1994,-1591.0
"Gambia, The",1993,3130.0
"Gambia, The",1992,9180.0
"Gambia, The",1991,11531.0
"Gambia, The",1990,11239.0
"Gambia, The",1989,10768.0
"Gambia, The",1988,10185.0
"Gambia, The",1987,9558.0
"Gambia, The",1986,8932.0
"Gambia, The",1985,8373.0
"Gambia, The",1984,7739.0
"Gambia, The",1983,6718.0
"Gambia, The",1982,5750.0
"Gambia, The",1981,5436.0
"Gambia, The",1980,5266.0
"Gambia, The",1979,4907.0
"Gambia, The",1978,4489.0
"Gambia, The",1977,3970.0
"Gambia, The",1976,3440.0
"Gambia, The",1975,2980.0
"Gambia, The",1974,2606.0
"Gambia, The",1973,2903.0
"Gambia, The",1972,2861.0
"Gambia, The",1971,2820.0
"Gambia, The",1970,2784.0
"Gambia, The",1969,2757.0
"Gambia, The",1968,2706.0
"Gambia, The",1967,2615.0
"Gambia, The",1966,2282.0
"Gambia, The",1965,2282.0
"Gambia, The",1964,2282.0
"Gambia, The",1963,2282.0
"Gambia, The",1962,2282.0
"Gambia, The",1961,2282.0
"Gambia, The",1960,2282.0
Georgia,2022,
Georgia,2021,-2734.0
Georgia,2020,-2734.0
Georgia,2019,-5414.0
Georgia,2018,-5174.0
Georgia,2017,-7886.0
Georgia,2016,-10591.0
Georgia,2015,-13317.0
Georgia,2014,-16045.0
Georgia,2013,-27185.0
Georgia,2012,-26510.0
Georgia,2011,-25975.0
Georgia,2010,-24663.0
Georgia,2009,-32758.0
Georgia,2008,-32462.0
Georgia,2007,-32140.0
Georgia,2006,-31733.0
Georgia,2005,-31214.0
Georgia,2004,-30611.0
Georgia,2003,-31080.0
Georgia,2002,-58530.0
Georgia,2001,-110972.0
Georgia,2000,-135044.0
Georgia,1999,-131772.0
Georgia,1998,-127967.0
Georgia,1997,-133253.0
Georgia,1996,-134001.0
Georgia,1995,-130196.0
Georgia,1994,-147547.0
Georgia,1993,-154787.0
Georgia,1992,-121649.0
Georgia,1991,-111959.0
Georgia,1990,-108964.0
Georgia,1989,-85695.0
Georgia,1988,-12274.0
Georgia,1987,-9996.0
Georgia,1986,-13505.0
Georgia,1985,-15060.0
Georgia,1984,-13347.0
Georgia,1983,-10052.0
Georgia,1982,-12366.0
Georgia,1981,-12822.0
Georgia,1980,-12594.0
Georgia,1979,-14281.0
Georgia,1978,-9758.0
Georgia,1977,-8208.0
Georgia,1976,-8953.0
Georgia,1975,-9606.0
Georgia,1974,-10251.0
Georgia,1973,-10762.0
Georgia,1972,-11099.0
Georgia,1971,-10996.0
Georgia,1970,-1310.0
Georgia,1969,38629.0
Georgia,1968,41791.0
Georgia,1967,39616.0
Georgia,1966,36699.0
Georgia,1965,18975.0
Georgia,1964,19373.0
Georgia,1963,19406.0
Georgia,1962,18976.0
Georgia,1961,18014.0
Georgia,1960,16740.0
Germany,2022,
Germany,2021,312735.0
Germany,2020,334055.0
Germany,2019,360560.0
Germany,2018,392587.0
Germany,2017,430803.0
Germany,2016,432017.0
Germany,2015,397921.0
Germany,2014,369027.0
Germany,2013,342555.0
Germany,2012,317082.0
Germany,2011,293051.0
Germany,2010,267047.0
Germany,2009,240968.0
Germany,2008,211709.0
Germany,2007,180746.0
Germany,2006,145046.0
Germany,2005,102694.0
Germany,2004,73107.0
Germany,2003,54381.0
Germany,2002,45985.0
Germany,2001,48500.0
Germany,2000,60905.0
Germany,1999,86982.0
Germany,1998,125369.0
Germany,1997,178604.0
Germany,1996,246097.0
Germany,1995,330244.0
Germany,1994,394809.0
Germany,1993,441211.0
Germany,1992,470043.0
Germany,1991,482849.0
Germany,1990,479954.0
Germany,1989,461795.0
Germany,1988,427377.0
Germany,1987,375035.0
Germany,1986,304200.0
Germany,1985,214794.0
Germany,1984,142722.0
Germany,1983,85198.0
Germany,1982,42143.0
Germany,1981,10722.0
Germany,1980,-9445.0
Germany,1979,-18647.0
Germany,1978,-15269.0
Germany,1977,-919.0
Germany,1976,25585.0
Germany,1975,63902.0
Germany,1974,95670.0
Germany,1973,121476.0
Germany,1972,141396.0
Germany,1971,157046.0
Germany,1970,168468.0
Germany,1969,175007.0
Germany,1968,178954.0
Germany,1967,178457.0
Germany,1966,176562.0
Germany,1965,170903.0
Germany,1964,162533.0
Germany,1963,152170.0
Germany,1962,137698.0
Germany,1961,121350.0
Germany,1960,100380.0
Ghana,2022,
Ghana,2021,-11253.0
Ghana,2020,-297.0
Ghana,2019,-21860.0
Ghana,2018,-19374.0
Ghana,2017,-4914.0
Ghana,2016,7014.0
Ghana,2015,-13308.0
Ghana,2014,-6316.0
Ghana,2013,-2388.0
Ghana,2012,1008.0
Ghana,2011,-733.0
Ghana,2010,-3724.0
Ghana,2009,22415.0
Ghana,2008,30509.0
Ghana,2007,32815.0
Ghana,2006,28539.0
Ghana,2005,21273.0
Ghana,2004,34434.0
Ghana,2003,28764.0
Ghana,2002,40580.0
Ghana,2001,36057.0
Ghana,2000,-4208.0
Ghana,1999,-17306.0
Ghana,1998,-17583.0
Ghana,1997,-15423.0
Ghana,1996,-37148.0
Ghana,1995,-42594.0
Ghana,1994,-47170.0
Ghana,1993,-49825.0
Ghana,1992,-47772.0
Ghana,1991,-57922.0
Ghana,1990,-46822.0
Ghana,1989,-52328.0
Ghana,1988,-64855.0
Ghana,1987,-84713.0
Ghana,1986,-98157.0
Ghana,1985,-106911.0
Ghana,1984,-105676.0
Ghana,1983,15279.0
Ghana,1982,7862.0
Ghana,1981,-12300.0
Ghana,1980,-13567.0
Ghana,1979,20291.0
Ghana,1978,18037.0
Ghana,1977,15245.0
Ghana,1976,-2533.0
Ghana,1975,-290.0
Ghana,1974,-1197.0
Ghana,1973,-1169.0
Ghana,1972,-4596.0
Ghana,1971,-12234.0
Ghana,1970,-10239.0
Ghana,1969,-28746.0
Ghana,1968,-36684.0
Ghana,1967,-35668.0
Ghana,1966,-38136.0
Ghana,1965,-38520.0
Ghana,1964,-43475.0
Ghana,1963,-46510.0
Ghana,1962,-48017.0
Ghana,1961,-48780.0
Ghana,1960,12176.0
Gibraltar,2022,
Gibraltar,2021,-58.0
Gibraltar,2020,-58.0
Gibraltar,2019,-58.0
Gibraltar,2018,-58.0
Gibraltar,2017,-58.0
Gibraltar,2016,-101.0
Gibraltar,2015,-101.0
Gibraltar,2014,-101.0
Gibraltar,2013,-101.0
Gibraltar,2012,298.0
Gibraltar,2011,270.0
Gibraltar,2010,325.0
Gibraltar,2009,299.0
Gibraltar,2008,300.0
Gibraltar,2007,333.0
Gibraltar,2006,323.0
Gibraltar,2005,328.0
Gibraltar,2004,319.0
Gibraltar,2003,318.0
Gibraltar,2002,312.0
Gibraltar,2001,-215.0
Gibraltar,2000,-147.0
Gibraltar,1999,-157.0
Gibraltar,1998,-167.0
Gibraltar,1997,-187.0
Gibraltar,1996,-186.0
Gibraltar,1995,-150.0
Gibraltar,1994,-134.0
Gibraltar,1993,-122.0
Gibraltar,1992,-60.0
Gibraltar,1991,-526.0
Gibraltar,1990,-666.0
Gibraltar,1989,-583.0
Gibraltar,1988,-580.0
Gibraltar,1987,-525.0
Gibraltar,1986,-508.0
Gibraltar,1985,-466.0
Gibraltar,1984,-432.0
Gibraltar,1983,-397.0
Gibraltar,1982,-349.0
Gibraltar,1981,-323.0
Gibraltar,1980,-300.0
Gibraltar,1979,-238.0
Gibraltar,1978,-198.0
Gibraltar,1977,-160.0
Gibraltar,1976,-109.0
Gibraltar,1975,-120.0
Gibraltar,1974,-84.0
Gibraltar,1973,-84.0
Gibraltar,1972,-75.0
Gibraltar,1971,-82.0
Gibraltar,1970,152.0
Gibraltar,1969,240.0
Gibraltar,1968,249.0
Gibraltar,1967,266.0
Gibraltar,1966,223.0
Gibraltar,1965,156.0
Gibraltar,1964,177.0
Gibraltar,1963,154.0
Gibraltar,1962,216.0
Gibraltar,1961,-154.0
Gibraltar,1960,-259.0
Greece,2022,
Greece,2021,-14806.0
Greece,2020,-17853.0
Greece,2019,-21581.0
Greece,2018,-23600.0
Greece,2017,-25061.0
Greece,2016,-27234.0
Greece,2015,-29315.0
Greece,2014,-30228.0
Greece,2013,-31535.0
Greece,2012,-30036.0
Greece,2011,-26257.0
Greece,2010,-25002.0
Greece,2009,-23831.0
Greece,2008,-21969.0
Greece,2007,-18697.0
Greece,2006,-13700.0
Greece,2005,-7559.0
Greece,2004,-1102.0
Greece,2003,7095.0
Greece,2002,15717.0
Greece,2001,24607.0
Greece,2000,35798.0
Greece,1999,46164.0
Greece,1998,54245.0
Greece,1997,60474.0
Greece,1996,65364.0
Greece,1995,69212.0
Greece,1994,71421.0
Greece,1993,73303.0
Greece,1992,73934.0
Greece,1991,74993.0
Greece,1990,74412.0
Greece,1989,73826.0
Greece,1988,71995.0
Greece,1987,70219.0
Greece,1986,68420.0
Greece,1985,66912.0
Greece,1984,65029.0
Greece,1983,62989.0
Greece,1982,61051.0
Greece,1981,58893.0
Greece,1980,56793.0
Greece,1979,52009.0
Greece,1978,45998.0
Greece,1977,38882.0
Greece,1976,30781.0
Greece,1975,21249.0
Greece,1974,11264.0
Greece,1973,-21.0
Greece,1972,-12184.0
Greece,1971,-25879.0
Greece,1970,-41226.0
Greece,1969,-54901.0
Greece,1968,-66544.0
Greece,1967,-76028.0
Greece,1966,-82982.0
Greece,1965,-87226.0
Greece,1964,-88095.0
Greece,1963,-85474.0
Greece,1962,-78846.0
Greece,1961,-67204.0
Greece,1960,-51051.0
Greenland,2022,
Greenland,2021,-62.0
Greenland,2020,-150.0
Greenland,2019,-338.0
Greenland,2018,-357.0
Greenland,2017,-383.0
Greenland,2016,-374.0
Greenland,2015,-348.0
Greenland,2014,-529.0
Greenland,2013,-490.0
Greenland,2012,-457.0
Greenland,2011,-450.0
Greenland,2010,-443.0
Greenland,2009,-573.0
Greenland,2008,-563.0
Greenland,2007,-534.0
Greenland,2006,-514.0
Greenland,2005,-505.0
Greenland,2004,-349.0
Greenland,2003,-337.0
Greenland,2002,-342.0
Greenland,2001,-308.0
Greenland,2000,-264.0
Greenland,1999,-543.0
Greenland,1998,-501.0
Greenland,1997,-515.0
Greenland,1996,-475.0
Greenland,1995,-448.0
Greenland,1994,-712.0
Greenland,1993,-734.0
Greenland,1992,-787.0
Greenland,1991,-719.0
Greenland,1990,-672.0
Greenland,1989,-248.0
Greenland,1988,-212.0
Greenland,1987,-156.0
Greenland,1986,-149.0
Greenland,1985,-173.0
Greenland,1984,23.0
Greenland,1983,32.0
Greenland,1982,-7.0
Greenland,1981,-20.0
Greenland,1980,0.0
Greenland,1979,-497.0
Greenland,1978,-530.0
Greenland,1977,-544.0
Greenland,1976,-165.0
Greenland,1975,-19.0
Greenland,1974,58.0
Greenland,1973,65.0
Greenland,1972,48.0
Greenland,1971,21.0
Greenland,1970,446.0
Greenland,1969,367.0
Greenland,1968,248.0
Greenland,1967,202.0
Greenland,1966,207.0
Greenland,1965,65.0
Greenland,1964,37.0
Greenland,1963,6.0
Greenland,1962,-30.0
Greenland,1961,-30.0
Greenland,1960,156.0
Grenada,2022,
Grenada,2021,-85.0
Grenada,2020,0.0
Grenada,2019,-190.0
Grenada,2018,-190.0
Grenada,2017,-190.0
Grenada,2016,-190.0
Grenada,2015,-190.0
Grenada,2014,-190.0
Grenada,2013,-190.0
Grenada,2012,-204.0
Grenada,2011,-292.0
Grenada,2010,-453.0
Grenada,2009,-459.0
Grenada,2008,-455.0
Grenada,2007,-447.0
Grenada,2006,-417.0
Grenada,2005,-369.0
Grenada,2004,-306.0
Grenada,2003,-245.0
Grenada,2002,-924.0
Grenada,2001,-736.0
Grenada,2000,-586.0
Grenada,1999,-582.0
Grenada,1998,-676.0
Grenada,1997,-915.0
Grenada,1996,-872.0
Grenada,1995,-809.0
Grenada,1994,-750.0
Grenada,1993,-691.0
Grenada,1992,-717.0
Grenada,1991,-698.0
Grenada,1990,-1998.0
Grenada,1989,-2598.0
Grenada,1988,-3001.0
Grenada,1987,-2984.0
Grenada,1986,-2432.0
Grenada,1985,-1597.0
Grenada,1984,-754.0
Grenada,1983,-193.0
Grenada,1982,-189.0
Grenada,1981,-666.0
Grenada,1980,-2125.0
Grenada,1979,-2525.0
Grenada,1978,-2454.0
Grenada,1977,-2427.0
Grenada,1976,-2448.0
Grenada,1975,-2461.0
Grenada,1974,-2465.0
Grenada,1973,-2429.0
Grenada,1972,-2378.0
Grenada,1971,-2316.0
Grenada,1970,-2225.0
Grenada,1969,-2210.0
Grenada,1968,-2171.0
Grenada,1967,-2049.0
Grenada,1966,-2012.0
Grenada,1965,-2037.0
Grenada,1964,-2110.0
Grenada,1963,-2170.0
Grenada,1962,-2185.0
Grenada,1961,-2128.0
Grenada,1960,-1583.0
Guam,2022,
Guam,2021,-244.0
Guam,2020,-244.0
Guam,2019,-1852.0
Guam,2018,-1850.0
Guam,2017,-1852.0
Guam,2016,-1852.0
Guam,2015,-1852.0
Guam,2014,-1852.0
Guam,2013,-1852.0
Guam,2012,-1850.0
Guam,2011,-1852.0
Guam,2010,-1850.0
Guam,2009,-2933.0
Guam,2008,-2933.0
Guam,2007,-2874.0
Guam,2006,-2669.0
Guam,2005,-2333.0
Guam,2004,-2368.0
Guam,2003,-2044.0
Guam,2002,-1754.0
Guam,2001,-1898.0
Guam,2000,-1566.0
Guam,1999,-1039.0
Guam,1998,-1096.0
Guam,1997,-1030.0
Guam,1996,-957.0
Guam,1995,-829.0
Guam,1994,-779.0
Guam,1993,-728.0
Guam,1992,-652.0
Guam,1991,-585.0
Guam,1990,-570.0
Guam,1989,-537.0
Guam,1988,-165.0
Guam,1987,-213.0
Guam,1986,-223.0
Guam,1985,-114.0
Guam,1984,70.0
Guam,1983,-9.0
Guam,1982,281.0
Guam,1981,328.0
Guam,1980,135.0
Guam,1979,-536.0
Guam,1978,-606.0
Guam,1977,-712.0
Guam,1976,-658.0
Guam,1975,-592.0
Guam,1974,-368.0
Guam,1973,-227.0
Guam,1972,-128.0
Guam,1971,-109.0
Guam,1970,-304.0
Guam,1969,-919.0
Guam,1968,-620.0
Guam,1967,-560.0
Guam,1966,-590.0
Guam,1965,-429.0
Guam,1964,-429.0
Guam,1963,-430.0
Guam,1962,-534.0
Guam,1961,-501.0
Guam,1960,-469.0
Guatemala,2022,
Guatemala,2021,-29118.0
Guatemala,2020,-23142.0
Guatemala,2019,-58095.0
Guatemala,2018,-56884.0
Guatemala,2017,-48049.0
Guatemala,2016,-39266.0
Guatemala,2015,-48162.0
Guatemala,2014,-40409.0
Guatemala,2013,-35666.0
Guatemala,2012,-32572.0
Guatemala,2011,-33204.0
Guatemala,2010,-36072.0
Guatemala,2009,-43051.0
Guatemala,2008,-42607.0
Guatemala,2007,-40617.0
Guatemala,2006,-42071.0
Guatemala,2005,-49600.0
Guatemala,2004,-47399.0
Guatemala,2003,-54666.0
Guatemala,2002,-55245.0
Guatemala,2001,-59249.0
Guatemala,2000,-66153.0
Guatemala,1999,-49731.0
Guatemala,1998,-44059.0
Guatemala,1997,-43356.0
Guatemala,1996,-43474.0
Guatemala,1995,-39890.0
Guatemala,1994,-33463.0
Guatemala,1993,-36822.0
Guatemala,1992,-36236.0
Guatemala,1991,-40877.0
Guatemala,1990,-30399.0
Guatemala,1989,-32522.0
Guatemala,1988,-32425.0
Guatemala,1987,-33790.0
Guatemala,1986,-33216.0
Guatemala,1985,-28843.0
Guatemala,1984,-29302.0
Guatemala,1983,-37255.0
Guatemala,1982,-48740.0
Guatemala,1981,-47021.0
Guatemala,1980,-44463.0
Guatemala,1979,-47285.0
Guatemala,1978,-48307.0
Guatemala,1977,-46262.0
Guatemala,1976,-50761.0
Guatemala,1975,-42349.0
Guatemala,1974,-36100.0
Guatemala,1973,-29645.0
Guatemala,1972,-25826.0
Guatemala,1971,-23505.0
Guatemala,1970,-14756.0
Guatemala,1969,-11437.0
Guatemala,1968,-8035.0
Guatemala,1967,-5150.0
Guatemala,1966,-4300.0
Guatemala,1965,-1131.0
Guatemala,1964,-903.0
Guatemala,1963,-223.0
Guatemala,1962,286.0
Guatemala,1961,389.0
Guatemala,1960,-182.0
Guinea,2022,
Guinea,2021,-4367.0
Guinea,2020,-4364.0
Guinea,2019,-3243.0
Guinea,2018,-9195.0
Guinea,2017,-13726.0
Guinea,2016,-14196.0
Guinea,2015,-15127.0
Guinea,2014,-22750.0
Guinea,2013,-29151.0
Guinea,2012,-32842.0
Guinea,2011,-29092.0
Guinea,2010,-31352.0
Guinea,2009,-34050.0
Guinea,2008,-32957.0
